,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,PK,PKatt,Team
4,2024-06-14,21:00,UEFA Euro,Group stage,Fri,Home,W,5.0,1.0,sct Scotland,2.1,0.0,72.0,65052.0,İlkay Gündoğan,4-2-3-1,Clément Turpin,Match Report,,19.0,9.0,20.7,1,1,Germany
5,2024-06-19,18:00,UEFA Euro,Group stage,Wed,Home,W,2.0,0.0,hu Hungary,1.4,1.2,69.0,54000.0,İlkay Gündoğan,4-2-3-1,Danny Makkelie,Match Report,,19.0,7.0,17.8,0,0,Germany
6,2024-06-23,21:00,UEFA Euro,Group stage,Sun,Away,D,1.0,1.0,ch Switzerland,1.6,0.6,65.0,46685.0,İlkay Gündoğan,4-2-3-1,Daniele Orsato,Match Report,,18.0,3.0,15.9,0,0,Germany
0,2022-06-04,20:45,UEFA Nations League,League A,Sat,Away,D,1,1,it Italy,,,67.0,23754.0,Manuel Neuer,4-2-3-1,Srdjan Stojanovic,Match Report,,12.0,4.0,,0,0,Germany
1,2022-06-07,20:45,UEFA Nations League,League A,Tue,Home,D,1,1,eng England,,,63.0,66289.0,Manuel Neuer,3-4-3,Carlos del Cerro,Match Report,,10.0,6.0,,0,0,Germany
2,2022-06-11,20:45,UEFA Nations League,League A,Sat,Away,D,1,1,hu Hungary,,,67.0,55948.0,Manuel Neuer,3-4-3,José Sánchez,Match Report,,6.0,1.0,,0,0,Germany
3,2022-06-14,20:45,UEFA Nations League,League A,Tue,Home,W,5,2,it Italy,,,65.0,44144.0,Manuel Neuer,4-2-3-1,István Kovács,Match Report,,17.0,9.0,,1,1,Germany
4,2022-09-23,20:45,UEFA Nations League,League A,Fri,Home,L,0,1,hu Hungary,,,73.0,39513.0,Thomas Müller,4-2-3-1,Slavko Vinčič,Match Report,,10.0,3.0,,0,0,Germany
5,2022-09-26,19:45,UEFA Nations League,League A,Mon,Away,D,3,3,eng England,,,59.0,78949.0,Joshua Kimmich,4-2-3-1,Danny Makkelie,Match Report,,10.0,4.0,,1,1,Germany
0,2021-03-25,20:45,WCQ,First round,Thu,Home,W,3,0,is Iceland,,,82.0,,Manuel Neuer,4-3-3,Srđan Jovanović,Match Report,,15.0,5.0,,0,0,Germany
1,2021-03-28,21:45,WCQ,First round,Sun,Away,W,1,0,ro Romania,,,66.0,,Manuel Neuer,4-3-3,Clément Turpin,Match Report,,18.0,9.0,,0,0,Germany
2,2021-03-31,20:45,WCQ,First round,Wed,Home,L,1,2,mk N. Macedonia,,,70.0,,İlkay Gündoğan,4-3-3,Sergey Karasev,Match Report,,11.0,2.0,,1,1,Germany
3,2021-09-02,20:45,WCQ,First round,Thu,Away,W,2,0,li Liechtenstein,,,85.0,7958.0,Joshua Kimmich,4-2-3-1,Fábio Veríssimo,Match Report,,30.0,7.0,,0,0,Germany
4,2021-09-05,20:45,WCQ,First round,Sun,Home,W,6,0,am Armenia,,,76.0,18086.0,Manuel Neuer,4-2-3-1,William Collum,Match Report,,23.0,12.0,,0,0,Germany
5,2021-09-08,18:45,WCQ,First round,Wed,Away,W,4,0,is Iceland,,,71.0,3505.0,Manuel Neuer,4-2-3-1,Andreas Ekberg,Match Report,,19.0,8.0,,0,0,Germany
6,2021-10-08,20:45,WCQ,First round,Fri,Home,W,2,1,ro Romania,,,77.0,25000.0,Joshua Kimmich,4-2-3-1,Cüneyt Çakιr,Match Report,,22.0,6.0,,0,0,Germany
7,2021-10-11,20:45,WCQ,First round,Mon,Away,W,4,0,mk N. Macedonia,,,74.0,16182.0,Manuel Neuer,4-2-3-1,Danny Makkelie,Match Report,,24.0,10.0,,0,0,Germany
8,2021-11-11,20:45,WCQ,First round,Thu,Home,W,9,0,li Liechtenstein,,,82.0,25984.0,Manuel Neuer,4-2-3-1,Ivana Martinčić,Match Report,,42.0,23.0,,1,1,Germany
9,2021-11-14,21:00,WCQ,First round,Sun,Away,W,4,1,am Armenia,,,75.0,7200.0,Thomas Müller,3-5-2,François Letexier,Match Report,,20.0,9.0,,1,1,Germany
13,2022-11-23,16:00,World Cup,Group stage,Wed,Neutral,L,1,2,jp Japan,3.1,1.5,74.0,42608.0,Manuel Neuer,4-2-3-1,Iván Barton,Match Report,,25.0,8.0,19.1,1,1,Germany
14,2022-11-27,22:00,World Cup,Group stage,Sun,Neutral,D,1,1,es Spain,1.3,0.6,36.0,68895.0,Manuel Neuer,4-2-3-1,Danny Makkelie,Match Report,,11.0,4.0,18.0,0,0,Germany
15,2022-12-01,22:00,World Cup,Group stage,Thu,Neutral,W,4,2,cr Costa Rica,5.7,1.3,68.0,67054.0,Manuel Neuer,4-2-3-1,Stéphanie Frappart,Match Report,,32.0,11.0,14.2,0,0,Germany
0,2019-03-24,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,3,2,nl Netherlands,,,46.0,51694.0,Manuel Neuer,3-5-2,Jesús Gil,Match Report,,11.0,7.0,,0,0,Germany
1,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,0,by Belarus,,,75.0,12510.0,Manuel Neuer,4-4-1-1,Srđan Jovanović,Match Report,,23.0,5.0,,0,0,Germany
2,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,8,0,ee Estonia,,,82.0,26050.0,Manuel Neuer,4-1-4-1,Ali Palabıyık,Match Report,,27.0,17.0,,1,1,Germany
3,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,2,4,nl Netherlands,,,49.0,51299.0,Manuel Neuer,4-1-4-1,Artur Dias,Match Report,,12.0,5.0,,1,1,Germany
4,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,0,nir Northern Ireland,,,75.0,18326.0,Manuel Neuer,4-3-3,Daniele Orsato,Match Report,,20.0,7.0,,0,0,Germany
5,2019-10-13,21:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,3,0,ee Estonia,,,70.0,12062.0,Manuel Neuer,4-2-3-1,Georgi Kabakov,Match Report,,13.0,6.0,,0,0,Germany
6,2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,4,0,by Belarus,,,71.0,33164.0,Manuel Neuer,4-3-3,Orel Grinfeeld,Match Report,,31.0,10.0,,0,0,Germany
7,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6,1,nir Northern Ireland,,,72.0,42855.0,Toni Kroos,4-2-3-1,Carlos del Cerro,Match Report,,22.0,11.0,,0,0,Germany
10,2021-06-15,21:00,UEFA Euro,Group stage,Tue,Neutral,L,0,1,fr France,0.9,0.3,61.0,13000.0,Manuel Neuer,3-4-3,Carlos del Cerro,Match Report,,10.0,1.0,16.1,0,0,Germany
11,2021-06-19,18:00,UEFA Euro,Group stage,Sat,Neutral,W,4,2,pt Portugal,2.6,2.0,57.0,12926.0,Manuel Neuer,3-4-3,Anthony Taylor,Match Report,,12.0,7.0,14.5,0,0,Germany
12,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,hu Hungary,2.2,0.8,75.0,12413.0,Manuel Neuer,3-4-3,Sergey Karasev,Match Report,,18.0,6.0,12.0,0,0,Germany
13,2021-06-29,17:00,UEFA Euro,Round of 16,Tue,Neutral,L,0,2,eng England,1.4,1.3,54.0,41973.0,Manuel Neuer,3-4-3,Danny Makkelie,Match Report,,9.0,3.0,18.3,0,0,Germany
0,2023-03-25,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,5.0,0.0,by Belarus,,,71.0,,Granit Xhaka,4-3-2-1,Alejandro Hernández,Match Report,,14.0,6.0,,0,0,Switzerland
1,2023-03-28,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3.0,0.0,il Israel,,,69.0,14819.0,Granit Xhaka,4-3-2-1,Nikola Dabanović,Match Report,,16.0,9.0,,0,0,Switzerland
2,2023-06-16,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,2.0,1.0,ad Andorra,,,85.0,2490.0,Granit Xhaka,4-3-3,Balázs Berke,Match Report,,13.0,8.0,,0,0,Switzerland
3,2023-06-19,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,2.0,2.0,ro Romania,,,73.0,14400.0,Granit Xhaka,4-3-3,Daniele Orsato,Match Report,,17.0,6.0,,0,0,Switzerland
4,2023-09-09,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,2.0,2.0,xk Kosovo,,,66.0,12700.0,Granit Xhaka,4-3-3,Jakob Kehlet,Match Report,,13.0,4.0,,0,0,Switzerland
5,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3.0,0.0,ad Andorra,,,84.0,9000.0,Granit Xhaka,3-4-1-2,Elçin Məsiyev,Match Report,,22.0,3.0,,1,1,Switzerland
6,2023-10-15,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,D,3.0,3.0,by Belarus,,,78.0,17000.0,Granit Xhaka,4-2-3-1,João Pinheiro,Match Report,,24.0,7.0,,0,0,Switzerland
7,2023-11-15,21:45,UEFA Euro Qualifying,Group stage,Wed,Away,D,1.0,1.0,il Israel,,,50.0,2024.0,Granit Xhaka,4-3-3,Anthony Taylor,Match Report,,16.0,8.0,,0,0,Switzerland
8,2023-11-18,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,D,1.0,1.0,xk Kosovo,,,77.0,33000.0,Granit Xhaka,4-3-3,António Nobre,Match Report,,17.0,5.0,,0,0,Switzerland
9,2023-11-21,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0.0,1.0,ro Romania,,,64.0,50224.0,Granit Xhaka,4-3-3,Davide Massa,Match Report,,11.0,4.0,,0,0,Switzerland
14,2024-06-15,15:00,UEFA Euro,Group stage,Sat,Away,W,3.0,1.0,hu Hungary,2.3,1.3,50.0,41676.0,Granit Xhaka,3-4-3,Slavko Vinčič,Match Report,,15.0,7.0,16.5,0,0,Switzerland
15,2024-06-19,21:00,UEFA Euro,Group stage,Wed,Away,D,1.0,1.0,sct Scotland,1.1,0.7,52.0,42711.0,Granit Xhaka,3-4-1-2,Ivan Kružliak,Match Report,,11.0,4.0,15.9,0,0,Switzerland
16,2024-06-23,21:00,UEFA Euro,Group stage,Sun,Home,D,1.0,1.0,de Germany,0.6,1.6,35.0,46685.0,Granit Xhaka,3-4-3,Daniele Orsato,Match Report,,4.0,3.0,20.2,0,0,Switzerland
0,2022-06-02,20:45,UEFA Nations League,League A,Thu,Away,L,1,2,cz Czechia,,,62.0,12236.0,Granit Xhaka,4-4-2,Daniel Siebert,Match Report,,15.0,7.0,,0,0,Switzerland
1,2022-06-05,19:45,UEFA Nations League,League A,Sun,Away,L,0,4,pt Portugal,,,45.0,42325.0,Granit Xhaka,4-2-3-1,Orel Grinfeeld,Match Report,,5.0,1.0,,0,0,Switzerland
2,2022-06-09,20:45,UEFA Nations League,League A,Thu,Home,L,0,1,es Spain,,,34.0,25875.0,Granit Xhaka,4-3-3,Serdar Gözübüyük,Match Report,,7.0,1.0,,0,0,Switzerland
3,2022-06-12,20:45,UEFA Nations League,League A,Sun,Home,W,1,0,pt Portugal,,,43.0,26300.0,Granit Xhaka,4-3-3,Fran Jović,Match Report,,5.0,2.0,,0,0,Switzerland
4,2022-09-24,20:45,UEFA Nations League,League A,Sat,Away,W,2,1,es Spain,,,25.0,31089.0,Granit Xhaka,4-2-3-1,Clément Turpin,Match Report,,8.0,5.0,,0,0,Switzerland
5,2022-09-27,20:45,UEFA Nations League,League A,Tue,Home,W,2,1,cz Czechia,,,53.0,13353.0,Granit Xhaka,4-2-3-1,Irfan Peljto,Match Report,,17.0,3.0,,0,0,Switzerland
0,2021-03-25,19:00,WCQ,First round,Thu,Away,W,3,1,bg Bulgaria,,,70.0,,Granit Xhaka,3-4-1-2,Nikola Dabanović,Match Report,,13.0,5.0,,0,0,Switzerland
1,2021-03-28,20:45,WCQ,First round,Sun,Home,W,1,0,lt Lithuania,,,69.0,,Granit Xhaka,3-4-1-2,Mattias Gestranius,Match Report,,21.0,9.0,,0,0,Switzerland
2,2021-09-05,20:45,WCQ,First round,Sun,Home,D,0,0,it Italy,,,48.0,31500.0,Yann Sommer,4-3-2-1,Carlos del Cerro,Match Report,,6.0,2.0,,0,0,Switzerland
3,2021-09-08,19:45,WCQ,First round,Wed,Away,D,0,0,nir Northern Ireland,,,75.0,15660.0,Yann Sommer,4-3-2-1,Harald Lechner,Match Report,,8.0,3.0,,0,1,Switzerland
4,2021-10-09,20:45,WCQ,First round,Sat,Home,W,2,0,nir Northern Ireland,,,72.0,19129.0,Xherdan Shaqiri,4-3-1-2,Slavko Vinčič,Match Report,,27.0,8.0,,0,0,Switzerland
5,2021-10-12,21:45,WCQ,First round,Tue,Away,W,4,0,lt Lithuania,,,70.0,1806.0,Xherdan Shaqiri,4-2-3-1,Tiago Martins,Match Report,,22.0,11.0,,0,0,Switzerland
6,2021-11-12,20:45,WCQ,First round,Fri,Away,D,1,1,it Italy,,,36.0,45699.0,Xherdan Shaqiri,4-2-3-1,Anthony Taylor,Match Report,,10.0,2.0,,0,0,Switzerland
7,2021-11-15,20:45,WCQ,First round,Mon,Home,W,4,0,bg Bulgaria,,,69.0,,Xherdan Shaqiri,4-2-3-1,Benoît Bastien,Match Report,,18.0,9.0,,0,0,Switzerland
11,2022-11-24,13:00,World Cup,Group stage,Thu,Neutral,W,1,0,cm Cameroon,1.4,0.7,51.0,39089.0,Granit Xhaka,4-2-3-1,Facundo Tello,Match Report,,7.0,3.0,14.4,0,0,Switzerland
12,2022-11-28,19:00,World Cup,Group stage,Mon,Neutral,L,0,1,br Brazil,0.3,1.0,46.0,43649.0,Granit Xhaka,4-2-3-1,Iván Barton,Match Report,,6.0,0.0,16.7,0,0,Switzerland
13,2022-12-02,22:00,World Cup,Group stage,Fri,Neutral,W,3,2,rs Serbia,2.7,1.3,46.0,41378.0,Granit Xhaka,4-2-3-1,Fernando Rapallini,Match Report,,14.0,7.0,14.8,0,0,Switzerland
14,2022-12-06,22:00,World Cup,Round of 16,Tue,Neutral,L,1,6,pt Portugal,1.1,2.3,53.0,83720.0,Granit Xhaka,3-1-4-2,César Arturo Ramos,Match Report,,10.0,2.0,17.7,0,0,Switzerland
0,2019-03-23,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,0,ge Georgia,,,64.0,49207.0,Stephan Lichtsteiner,4-4-1-1,Craig Pawson,Match Report,,25.0,8.0,,0,0,Switzerland
1,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,D,3,3,dk Denmark,,,55.0,18352.0,Granit Xhaka,4-3-3,Damir Skomina,Match Report,,11.0,3.0,,0,0,Switzerland
2,2019-09-05,19:45,UEFA Euro Qualifying,Group stage,Thu,Away,D,1,1,ie Rep. of Ireland,,,59.0,44111.0,Granit Xhaka,3-4-3,Carlos del Cerro,Match Report,,14.0,3.0,,0,0,Switzerland
3,2019-09-08,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,4,0,gi Gibraltar,,,77.0,8318.0,Granit Xhaka,3-4-3,Pavel Orel,Match Report,,40.0,11.0,,0,0,Switzerland
4,2019-10-12,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,1,dk Denmark,,,53.0,35964.0,Stephan Lichtsteiner,3-4-3,Aliaksei Kulbakou,Match Report,,11.0,4.0,,0,0,Switzerland
5,2019-10-15,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,ie Rep. of Ireland,,,56.0,24766.0,Stephan Lichtsteiner,3-4-3,Szymon Marciniak,Match Report,,20.0,4.0,,0,1,Switzerland
6,2019-11-15,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,1,0,ge Georgia,,,68.0,16400.0,Stephan Lichtsteiner,5-4-1,Danny Makkelie,Match Report,,23.0,11.0,,0,0,Switzerland
7,2019-11-18,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,6,1,gi Gibraltar,,,75.0,2079.0,Granit Xhaka,3-4-3,Benoît Millot,Match Report,,37.0,14.0,,0,0,Switzerland
11,2021-06-12,17:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,wls Wales,2.1,0.4,64.0,8782.0,Granit Xhaka,3-4-1-2,Clément Turpin,Match Report,,18.0,4.0,15.6,0,0,Switzerland
12,2021-06-16,21:00,UEFA Euro,Group stage,Wed,Neutral,L,0,3,it Italy,0.2,2.7,51.0,12445.0,Granit Xhaka,3-4-1-2,Sergey Karasev,Match Report,,6.0,1.0,22.7,0,0,Switzerland
13,2021-06-20,20:00,UEFA Euro,Group stage,Sun,Neutral,W,3,1,tr Türkiye,2.1,1.2,51.0,17138.0,Granit Xhaka,3-4-1-2,Slavko Vinčič,Match Report,,23.0,10.0,19.2,0,0,Switzerland
14,2021-06-28,22:00,UEFA Euro,Round of 16,Mon,Neutral,D,3 (5),3 (4),fr France,1.9,3.4,46.0,22642.0,Granit Xhaka,3-4-1-2,Fernando Rapallini,Match Report,Switzerland won on penalty kicks following extra time,11.0,4.0,19.9,0,1,Switzerland
15,2021-07-02,19:00,UEFA Euro,Quarter-finals,Fri,Home,D,1 (1),1 (3),es Spain,0.8,2.9,28.0,24764.0,Xherdan Shaqiri,4-2-3-1,Michael Oliver,Match Report,Spain won on penalty kicks following extra time,8.0,2.0,14.0,0,0,Switzerland
0,2020-09-03,21:45,UEFA Nations League,League A,Thu,Away,L,1,2,ua Ukraine,,,56.0,,Granit Xhaka,5-4-1,Andreas Ekberg,Match Report,,9.0,2.0,,0,0,Switzerland
1,2020-09-06,20:45,UEFA Nations League,League A,Sun,Home,D,1,1,de Germany,,,47.0,,Granit Xhaka,5-4-1,Michael Oliver,Match Report,,20.0,6.0,,0,0,Switzerland
2,2020-10-10,20:45,UEFA Nations League,League A,Sat,Away,L,0,1,es Spain,,,40.0,,Granit Xhaka,5-3-2,Ali Palabıyık,Match Report,,4.0,2.0,,0,0,Switzerland
3,2020-10-13,20:45,UEFA Nations League,League A,Tue,Away,D,3,3,de Germany,,,37.0,,Granit Xhaka,4-4-2,Ruddy Buquet,Match Report,,13.0,8.0,,0,0,Switzerland
4,2020-11-14,20:45,UEFA Nations League,League A,Sat,Home,D,1,1,es Spain,,,29.0,,Granit Xhaka,4-4-1-1,William Collum,Match Report,,7.0,4.0,,0,0,Switzerland
0,2023-03-27,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,bg Bulgaria,,,55.0,53000.0,Dominik Szoboszlai,3-4-3,Halil Umut Meler,Match Report,,14.0,9.0,,0,0,Hungary
1,2023-06-17,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,D,0,0,me Montenegro,,,72.0,6761.0,Dominik Szoboszlai,3-4-3,Jesús Gil,Match Report,,9.0,1.0,,0,0,Hungary
2,2023-06-20,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,lt Lithuania,,,72.0,58274.0,Dominik Szoboszlai,3-4-3,António Nobre,Match Report,,27.0,10.0,,0,0,Hungary
3,2023-09-07,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2,1,rs Serbia,,,46.0,6924.0,Dominik Szoboszlai,3-4-3,Juan Martínez,Match Report,,9.0,3.0,,0,0,Hungary
4,2023-10-14,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,rs Serbia,,,36.0,58215.0,Dominik Szoboszlai,3-4-3,François Letexier,Match Report,,10.0,4.0,,0,0,Hungary
5,2023-10-17,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,2,2,lt Lithuania,,,65.0,5349.0,Dominik Szoboszlai,3-4-3,Juxhin Xhaja,Match Report,,18.0,8.0,,1,1,Hungary
6,2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,D,2,2,bg Bulgaria,,,59.0,230.0,Dominik Szoboszlai,3-4-1-2,Daniel Stefański,Match Report,,20.0,5.0,,0,0,Hungary
7,2023-11-19,15:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,3,1,me Montenegro,,,62.0,59600.0,Dominik Szoboszlai,3-4-3,Danny Makkelie,Match Report,,14.0,5.0,,0,0,Hungary
12,2024-06-15,15:00,UEFA Euro,Group stage,Sat,Home,L,1,3,ch Switzerland,1.3,2.3,50.0,41676.0,Dominik Szoboszlai,3-4-3,Slavko Vinčič,Match Report,,6.0,2.0,12.6,0,0,Hungary
13,2024-06-19,18:00,UEFA Euro,Group stage,Wed,Away,L,0,2,de Germany,1.2,1.4,31.0,54000.0,Dominik Szoboszlai,3-4-3,Danny Makkelie,Match Report,,11.0,3.0,14.5,0,0,Hungary
14,2024-06-23,21:00,UEFA Euro,Group stage,Sun,Away,W,1,0,sct Scotland,1.2,0.2,43.0,54000.0,Dominik Szoboszlai,3-4-3,Facundo Tello,Match Report,,14.0,5.0,19.5,0,0,Hungary
0,2022-06-04,18:00,UEFA Nations League,League A,Sat,Home,W,1,0,eng England,,,42.0,26935.0,Ádám Szalai,3-4-3,Artur Dias,Match Report,,11.0,6.0,,1,1,Hungary
1,2022-06-07,20:45,UEFA Nations League,League A,Tue,Away,L,1,2,it Italy,,,44.0,14942.0,Ádám Szalai,3-4-3,Sandro Schärer,Match Report,,12.0,4.0,,0,0,Hungary
2,2022-06-11,20:45,UEFA Nations League,League A,Sat,Home,D,1,1,de Germany,,,33.0,55948.0,Ádám Szalai,3-4-3,José Sánchez,Match Report,,11.0,7.0,,0,0,Hungary
3,2022-06-14,19:45,UEFA Nations League,League A,Tue,Away,W,4,0,eng England,,,31.0,28839.0,Ádám Szalai,3-4-3,Clément Turpin,Match Report,,6.0,5.0,,0,0,Hungary
4,2022-09-23,20:45,UEFA Nations League,League A,Fri,Away,W,1,0,de Germany,,,28.0,39513.0,Ádám Szalai,3-4-3,Slavko Vinčič,Match Report,,7.0,3.0,,0,0,Hungary
5,2022-09-26,20:45,UEFA Nations League,League A,Mon,Home,L,0,2,it Italy,,,53.0,57300.0,Ádám Szalai,3-4-3,Benoît Bastien,Match Report,,13.0,6.0,,0,0,Hungary
0,2021-03-25,20:45,WCQ,First round,Thu,Home,D,3,3,pl Poland,,,36.0,,Ádám Szalai,3-5-2,Felix Brych,Match Report,,10.0,4.0,,0,0,Hungary
1,2021-03-28,20:45,WCQ,First round,Sun,Away,W,3,0,sm San Marino,,,81.0,,Ádám Szalai,3-5-2,Nick Walsh,Match Report,,23.0,10.0,,2,3,Hungary
2,2021-03-31,20:45,WCQ,First round,Wed,Away,W,4,1,ad Andorra,,,76.0,338.0,Ádám Szalai,5-3-2,Vilhjálmur Alvar Þórarinsson,Match Report,,16.0,5.0,,0,0,Hungary
3,2021-09-02,20:45,WCQ,First round,Thu,Home,L,0,4,eng England,,,36.0,58260.0,Ádám Szalai,3-4-3,Cüneyt Çakιr,Match Report,,4.0,1.0,,0,0,Hungary
4,2021-09-05,18:00,WCQ,First round,Sun,Away,L,0,1,al Albania,,,54.0,4135.0,Péter Gulácsi,3-4-3,Danny Makkelie,Match Report,,7.0,2.0,,0,0,Hungary
5,2021-09-08,20:45,WCQ,First round,Wed,Home,W,2,1,ad Andorra,,,83.0,46240.0,Ádám Szalai,4-3-3,Rade Obrenović,Match Report,,14.0,5.0,,1,1,Hungary
6,2021-10-09,20:45,WCQ,First round,Sat,Home,L,0,1,al Albania,,,64.0,273.0,Péter Gulácsi,3-4-3,Carlos del Cerro,Match Report,,7.0,2.0,,0,0,Hungary
7,2021-10-12,19:45,WCQ,First round,Tue,Away,D,1,1,eng England,,,36.0,69380.0,Péter Gulácsi,4-4-2,Alejandro Hernández,Match Report,,6.0,1.0,,1,1,Hungary
8,2021-11-12,20:45,WCQ,First round,Fri,Home,W,4,0,sm San Marino,,,79.0,12800.0,Ádám Szalai,3-4-3,Filip Glova,Match Report,,23.0,11.0,,0,0,Hungary
9,2021-11-15,20:45,WCQ,First round,Mon,Away,W,2,1,pl Poland,,,37.0,,Ádám Szalai,3-4-3,Tiago Martins,Match Report,,8.0,4.0,,0,0,Hungary
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,2,sk Slovakia,,,44.0,14235.0,Ádám Szalai,4-2-3-1,Vladislav Bezborodov,Match Report,,16.0,5.0,,0,0,Hungary
1,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,2,1,hr Croatia,,,36.0,19400.0,Balázs Dzsudzsák,4-2-3-1,William Collum,Match Report,,12.0,8.0,,0,0,Hungary
2,2019-06-08,20:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,1,az Azerbaijan,,,46.0,10450.0,Balázs Dzsudzsák,4-2-3-1,Kevin Blom,Match Report,,15.0,7.0,,0,0,Hungary
3,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,1,0,wls Wales,,,54.0,18350.0,Balázs Dzsudzsák,4-2-3-1,Matej Jug,Match Report,,11.0,3.0,,0,0,Hungary
4,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,1,2,sk Slovakia,,,49.0,21700.0,Balázs Dzsudzsák,4-2-3-1,Antonio Matéu Lahoz,Match Report,,18.0,7.0,,0,0,Hungary
5,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,3,hr Croatia,,,32.0,32110.0,Balázs Dzsudzsák,4-5-1,Daniele Orsato,Match Report,,5.0,1.0,,0,0,Hungary
6,2019-10-13,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,1,0,az Azerbaijan,,,52.0,11300.0,Balázs Dzsudzsák,4-2-3-1,Dennis Higler,Match Report,,23.0,6.0,,0,0,Hungary
7,2019-11-19,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,2,wls Wales,,,59.0,31762.0,Balázs Dzsudzsák,4-2-3-1,Ovidiu Hațegan,Match Report,,5.0,2.0,,0,0,Hungary
8,2020-10-08,21:45,UEFA Euro Qualifying,Semi-finals,Thu,Away,W,3,1,bg Bulgaria,,,53.0,1929.0,Ádám Szalai,3-4-3,Szymon Marciniak,Match Report,,9.0,4.0,,0,0,Hungary
9,2020-11-12,20:45,UEFA Euro Qualifying,Finals,Thu,Home,W,2,1,is Iceland,,,73.0,,Ádám Szalai,3-5-2,Björn Kuipers,Match Report,,17.0,7.0,,0,0,Hungary
12,2021-06-15,18:00,UEFA Euro,Group stage,Tue,Neutral,L,0,3,pt Portugal,0.2,2.5,31.0,55662.0,Ádám Szalai,3-5-2,Cüneyt Çakιr,Match Report,,5.0,3.0,23.4,0,0,Hungary
13,2021-06-19,15:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,fr France,0.4,2.0,34.0,55998.0,Ádám Szalai,3-5-2,Michael Oliver,Match Report,,5.0,3.0,23.9,0,0,Hungary
14,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,de Germany,0.8,2.2,25.0,12413.0,Ádám Szalai,5-3-2,Sergey Karasev,Match Report,,9.0,4.0,23.1,0,0,Hungary
0,2023-03-25,14:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,0,cy Cyprus,,,62.0,48195.0,Andrew Robertson,3-4-3,Duje Strukan,Match Report,,11.0,6.0,,0,0,Scotland
1,2023-03-28,19:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,es Spain,,,25.0,47976.0,Andrew Robertson,3-4-3,Sandro Schärer,Match Report,,9.0,3.0,,0,0,Scotland
2,2023-06-17,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,1,no Norway,,,41.0,25791.0,Andrew Robertson,3-4-3,Matej Jug,Match Report,,5.0,3.0,,0,0,Scotland
